name,total_count,rank,male_count,female_count,male_ratio
Yuritza,320,22018,0,320,0.0
Javontay,320,22019,320,0,1.0
Daltyn,320,22020,320,0,1.0
Shyheem,320,22021,320,0,1.0
Thierno,320,22022,320,0,1.0
Runa,320,22023,0,320,0.0
Oluwademilade,320,22024,207,113,0.6469
Laylanie,320,22025,0,320,0.0
Zadyn,320,22026,320,0,1.0
Lovett,319,22027,319,0,1.0
Matha,319,22028,0,319,0.0
Caspar,319,22029,319,0,1.0
Lolly,319,22030,0,319,0.0
Cleotis,319,22031,319,0,1.0
Bright,319,22032,299,20,0.9373
Murielle,319,22033,0,319,0.0
Sherma,319,22034,0,319,0.0
Sherilynn,319,22035,0,319,0.0
Katricia,319,22036,0,319,0.0
Lis,319,22037,0,319,0.0
Chantale,319,22038,0,319,0.0
Anysia,319,22039,0,319,0.0
Kenitra,319,22040,0,319,0.0
Yovanna,319,22041,0,319,0.0
Wacey,319,22042,319,0,1.0
Tzipporah,319,22043,0,319,0.0
Chandon,319,22044,319,0,1.0
Brya,319,22045,6,313,0.0188
Saki,319,22046,11,308,0.0345
Alyssamarie,319,22047,0,319,0.0
Qamar,319,22048,140,179,0.4389
Allysson,319,22049,0,319,0.0
Kaio,319,22050,319,0,1.0
Zadrian,319,22051,319,0,1.0
Khi,319,22052,292,27,0.9154
Lamyah,319,22053,0,319,0.0
Leylanie,319,22054,0,319,0.0
Aella,319,22055,0,319,0.0
Aveer,319,22056,319,0,1.0
Narcissus,318,22057,0,318,0.0
Orena,318,22058,0,318,0.0
Elery,318,22059,318,0,1.0
Annamary,318,22060,0,318,0.0
Oriel,318,22061,188,130,0.5912
Maryl,318,22062,0,318,0.0
Raguel,318,22063,0,318,0.0
Delise,318,22064,0,318,0.0
Dong,318,22065,318,0,1.0
Jalana,318,22066,0,318,0.0
Vinicio,318,22067,318,0,1.0
Tivon,318,22068,318,0,1.0
Shimshon,318,22069,318,0,1.0
Dalayna,318,22070,0,318,0.0
Murtaza,318,22071,318,0,1.0
Brenen,318,22072,318,0,1.0
Princeston,318,22073,318,0,1.0
Davarius,318,22074,318,0,1.0
Rhen,318,22075,213,105,0.6698
Shakari,318,22076,17,301,0.0535
Daly,318,22077,43,275,0.1352
Syndey,318,22078,0,318,0.0
Chyanna,318,22079,0,318,0.0
Kaitlyne,318,22080,0,318,0.0
Sadiyah,318,22081,0,318,0.0
Lilit,318,22082,0,318,0.0
Xiana,318,22083,0,318,0.0
Layanna,318,22084,0,318,0.0
Lasya,318,22085,0,318,0.0
Miarose,318,22086,0,318,0.0
Macsen,318,22087,318,0,1.0
Zurie,318,22088,0,318,0.0
North,317,22089,288,29,0.9085
Hermie,317,22090,12,305,0.0379
Arvo,317,22091,317,0,1.0
Dorothye,317,22092,0,317,0.0
Casmir,317,22093,303,14,0.9558
Lynford,317,22094,317,0,1.0
Warden,317,22095,317,0,1.0
Brigido,317,22096,317,0,1.0
Jaki,317,22097,217,100,0.6845
Tinna,317,22098,0,317,0.0
Kelee,317,22099,0,317,0.0
Shanin,317,22100,0,317,0.0
Shalamar,317,22101,83,234,0.2618
Keil,317,22102,317,0,1.0
Ayme,317,22103,0,317,0.0
Lamel,317,22104,317,0,1.0
Gram,317,22105,317,0,1.0
Ashling,317,22106,0,317,0.0
Kamon,317,22107,317,0,1.0
Chidinma,317,22108,0,317,0.0
Janesa,317,22109,0,317,0.0
Quiara,317,22110,0,317,0.0
Destaney,317,22111,0,317,0.0
Anavictoria,317,22112,0,317,0.0
Tajai,317,22113,170,147,0.5363
Calypso,317,22114,0,317,0.0
Ousman,317,22115,317,0,1.0
Mckade,317,22116,317,0,1.0
Jakel,317,22117,306,11,0.9653
Alp,317,22118,317,0,1.0
Taeshawn,317,22119,317,0,1.0
Jermya,317,22120,0,317,0.0
Dacari,317,22121,317,0,1.0
Zyier,317,22122,317,0,1.0
Zailee,317,22123,0,317,0.0
Zylen,317,22124,317,0,1.0
Samanvi,317,22125,0,317,0.0
Iylah,317,22126,0,317,0.0
Arjen,317,22127,317,0,1.0
Mal,316,22128,316,0,1.0
Elfie,316,22129,0,316,0.0
Zorah,316,22130,0,316,0.0
Eustolia,316,22131,0,316,0.0
Spero,316,22132,316,0,1.0
Wadell,316,22133,316,0,1.0
Hilde,316,22134,0,316,0.0
Miyuki,316,22135,0,316,0.0
Masa,316,22136,12,304,0.038
Ortencia,316,22137,0,316,0.0
Barbar,316,22138,0,316,0.0
Bethsaida,316,22139,0,316,0.0
Trinia,316,22140,0,316,0.0
Nadege,316,22141,0,316,0.0
Avonna,316,22142,0,316,0.0
Aneka,316,22143,0,316,0.0
Rehana,316,22144,0,316,0.0
Schneur,316,22145,316,0,1.0
Rozalynn,316,22146,0,316,0.0
Eilish,316,22147,0,316,0.0
Ladasha,316,22148,0,316,0.0
Karlina,316,22149,0,316,0.0
Deasha,316,22150,0,316,0.0
Kellon,316,22151,316,0,1.0
Nilson,316,22152,316,0,1.0
Amerika,316,22153,0,316,0.0
Shaylea,316,22154,0,316,0.0
Kelsei,316,22155,0,316,0.0
Dreanna,316,22156,0,316,0.0
Shyane,316,22157,0,316,0.0
Dajohn,316,22158,316,0,1.0
Brisia,316,22159,0,316,0.0
Aviya,316,22160,0,316,0.0
Tanyah,316,22161,0,316,0.0
Chidubem,316,22162,316,0,1.0
Coltrane,316,22163,316,0,1.0
Cadan,316,22164,316,0,1.0
Samariah,316,22165,0,316,0.0
Khylen,316,22166,316,0,1.0
Avenir,316,22167,316,0,1.0
Braxon,316,22168,316,0,1.0
Kaesyn,316,22169,261,55,0.8259
Llewyn,316,22170,316,0,1.0
Odeal,315,22171,0,315,0.0
Willmer,315,22172,309,6,0.981
Janeal,315,22173,0,315,0.0
Saraann,315,22174,0,315,0.0
