name,total_count,rank,male_count,female_count,male_ratio
Salmo,12,72651,0,12,0.0
Zamarria,12,72652,0,12,0.0
Znyah,12,72653,0,12,0.0
Zykierra,12,72654,0,12,0.0
Carriana,12,72655,0,12,0.0
Darilynn,12,72656,0,12,0.0
Dekyla,12,72657,0,12,0.0
Fatu,12,72658,0,12,0.0
Jolien,12,72659,0,12,0.0
Lasiyah,12,72660,0,12,0.0
Natalise,12,72661,0,12,0.0
Nickiyah,12,72662,0,12,0.0
Rhaniyah,12,72663,0,12,0.0
Zamera,12,72664,0,12,0.0
Elsah,12,72665,0,12,0.0
Hyleigh,12,72666,0,12,0.0
Rayva,12,72667,0,12,0.0
Rickiah,12,72668,0,12,0.0
Saura,12,72669,0,12,0.0
Zahniah,12,72670,0,12,0.0
Arcel,12,72671,12,0,1.0
Javarrion,12,72672,12,0,1.0
Nickai,12,72673,12,0,1.0
Shabd,12,72674,12,0,1.0
Dasen,12,72675,12,0,1.0
Evangel,12,72676,12,0,1.0
Naor,12,72677,12,0,1.0
Nesean,12,72678,12,0,1.0
Qualan,12,72679,12,0,1.0
Daygan,12,72680,12,0,1.0
Gryffen,12,72681,12,0,1.0
Kailar,12,72682,12,0,1.0
Raymarion,12,72683,12,0,1.0
Soyer,12,72684,12,0,1.0
Stevion,12,72685,12,0,1.0
Zaiveon,12,72686,12,0,1.0
Aidelis,12,72687,0,12,0.0
Asira,12,72688,0,12,0.0
Izzabela,12,72689,0,12,0.0
Kayleemarie,12,72690,0,12,0.0
Marelli,12,72691,0,12,0.0
Mykena,12,72692,0,12,0.0
Zyonah,12,72693,0,12,0.0
Alayana,12,72694,0,12,0.0
Angeliese,12,72695,0,12,0.0
Durriyah,12,72696,0,12,0.0
Dvyne,12,72697,0,12,0.0
Feben,12,72698,0,12,0.0
Lailene,12,72699,0,12,0.0
Madelyngrace,12,72700,0,12,0.0
Makyleigh,12,72701,0,12,0.0
Mayden,12,72702,0,12,0.0
Poem,12,72703,0,12,0.0
Rheyna,12,72704,0,12,0.0
Syia,12,72705,0,12,0.0
Viktorija,12,72706,0,12,0.0
Yeleni,12,72707,0,12,0.0
Yhoalibeth,12,72708,0,12,0.0
Ahziyah,12,72709,0,12,0.0
Akaiyah,12,72710,0,12,0.0
Ixchell,12,72711,0,12,0.0
Jamarya,12,72712,0,12,0.0
Janieliz,12,72713,0,12,0.0
Mckeyla,12,72714,0,12,0.0
Unyque,12,72715,0,12,0.0
Zakhya,12,72716,0,12,0.0
Jariell,12,72717,12,0,1.0
Javean,12,72718,12,0,1.0
Yinon,12,72719,12,0,1.0
Adenn,12,72720,12,0,1.0
Alveiro,12,72721,12,0,1.0
Jakalen,12,72722,12,0,1.0
Jannik,12,72723,12,0,1.0
Kaimipono,12,72724,12,0,1.0
Rudhra,12,72725,12,0,1.0
Abiram,12,72726,12,0,1.0
Ajavian,12,72727,12,0,1.0
Bek,12,72728,12,0,1.0
Coletyn,12,72729,12,0,1.0
Jaidel,12,72730,12,0,1.0
Laderion,12,72731,12,0,1.0
Nathanieljames,12,72732,12,0,1.0
Ryuji,12,72733,12,0,1.0
Abbilyn,12,72734,0,12,0.0
Anariyah,12,72735,0,12,0.0
Brithanny,12,72736,0,12,0.0
Ilanah,12,72737,0,12,0.0
Jasirah,12,72738,0,12,0.0
Lihi,12,72739,0,12,0.0
Lilyane,12,72740,0,12,0.0
Niyanah,12,72741,0,12,0.0
Saniyaa,12,72742,0,12,0.0
Temmy,12,72743,0,12,0.0
Alessondra,12,72744,0,12,0.0
Auryanna,12,72745,0,12,0.0
Damariona,12,72746,0,12,0.0
Desiya,12,72747,0,12,0.0
Eterniti,12,72748,0,12,0.0
Jaidelyn,12,72749,0,12,0.0
Kermina,12,72750,0,12,0.0
Mckaylynn,12,72751,0,12,0.0
Naelah,12,72752,0,12,0.0
Natalei,12,72753,0,12,0.0
Samyriah,12,72754,0,12,0.0
Alyrah,12,72755,0,12,0.0
Kellia,12,72756,0,12,0.0
Meikah,12,72757,0,12,0.0
Raily,12,72758,7,5,0.5833
Rubylynn,12,72759,0,12,0.0
Sahmiyah,12,72760,0,12,0.0
Terriya,12,72761,0,12,0.0
Jurian,12,72762,12,0,1.0
Kavaris,12,72763,12,0,1.0
Marick,12,72764,12,0,1.0
Padric,12,72765,12,0,1.0
Makah,12,72766,12,0,1.0
Naseir,12,72767,12,0,1.0
Riland,12,72768,12,0,1.0
Saurish,12,72769,12,0,1.0
Aadrian,12,72770,12,0,1.0
Aieden,12,72771,12,0,1.0
Amiin,12,72772,12,0,1.0
Reydavid,12,72773,12,0,1.0
Kealynn,12,72774,0,12,0.0
Kerlin,12,72775,0,12,0.0
Keylli,12,72776,0,12,0.0
Luxi,12,72777,0,12,0.0
Marayla,12,72778,0,12,0.0
Sanchi,12,72779,0,12,0.0
Ealyn,12,72780,0,12,0.0
Jasilynn,12,72781,0,12,0.0
Lexanie,12,72782,0,12,0.0
Ruaa,12,72783,0,12,0.0
Sukie,12,72784,0,12,0.0
Zarihya,12,72785,0,12,0.0
Ahmyiah,12,72786,0,12,0.0
Aleara,12,72787,0,12,0.0
Annibella,12,72788,0,12,0.0
Awbrey,12,72789,0,12,0.0
Brilei,12,72790,0,12,0.0
Dayanie,12,72791,0,12,0.0
Graysie,12,72792,0,12,0.0
Janahla,12,72793,0,12,0.0
Kamielle,12,72794,0,12,0.0
Kayzia,12,72795,0,12,0.0
Rouguiatou,12,72796,0,12,0.0
Satyana,12,72797,0,12,0.0
Solarah,12,72798,0,12,0.0
Tinnley,12,72799,0,12,0.0
Baize,12,72800,12,0,1.0
Jaydean,12,72801,12,0,1.0
Kiptin,12,72802,12,0,1.0
Mauer,12,72803,12,0,1.0
Shaemus,12,72804,12,0,1.0
Tesher,12,72805,12,0,1.0
Zavyon,12,72806,12,0,1.0
Jankarlo,12,72807,12,0,1.0
Jaymani,12,72808,12,0,1.0
Laterrion,12,72809,12,0,1.0
Mahsiah,12,72810,12,0,1.0
Myion,12,72811,12,0,1.0
Rigg,12,72812,12,0,1.0
Serious,12,72813,12,0,1.0
Zerrion,12,72814,12,0,1.0
Angelmiguel,12,72815,12,0,1.0
Brec,12,72816,12,0,1.0
Dharmik,12,72817,12,0,1.0
Samahj,12,72818,12,0,1.0
Trinden,12,72819,12,0,1.0
Zakayden,12,72820,12,0,1.0
Kennlee,12,72821,0,12,0.0
Lotti,12,72822,0,12,0.0
Ruka,12,72823,0,12,0.0
Saaliha,12,72824,0,12,0.0
Salara,12,72825,0,12,0.0
Annabele,12,72826,0,12,0.0
Brecklin,12,72827,0,12,0.0
Daryiah,12,72828,0,12,0.0
Joshitha,12,72829,0,12,0.0
Lyanni,12,72830,0,12,0.0
Maileigh,12,72831,0,12,0.0
Orlagh,12,72832,0,12,0.0
Somayah,12,72833,0,12,0.0
Xyana,12,72834,0,12,0.0
Amalyah,12,72835,0,12,0.0
Annaliya,12,72836,0,12,0.0
Birklee,12,72837,0,12,0.0
Brystle,12,72838,0,12,0.0
Chrisiyah,12,72839,0,12,0.0
Evelyse,12,72840,0,12,0.0
Janelisse,12,72841,0,12,0.0
Ruca,12,72842,0,12,0.0
Tavery,12,72843,0,12,0.0
Tayln,12,72844,0,12,0.0
Grasen,12,72845,12,0,1.0
Jhoseph,12,72846,12,0,1.0
Keileb,12,72847,12,0,1.0
Reiter,12,72848,12,0,1.0
Yker,12,72849,12,0,1.0
Zamare,12,72850,12,0,1.0
Abdirisaq,12,72851,12,0,1.0
Cylin,12,72852,12,0,1.0
Kortlan,12,72853,12,0,1.0
Akhi,12,72854,12,0,1.0
Jahdari,12,72855,12,0,1.0
Jhariel,12,72856,12,0,1.0
Kohlston,12,72857,12,0,1.0
Meilich,12,72858,12,0,1.0
Jeiza,12,72859,0,12,0.0
Avonlee,12,72860,0,12,0.0
Corniyah,12,72861,0,12,0.0
Diti,12,72862,0,12,0.0
Jeilynn,12,72863,0,12,0.0
Aubriela,12,72864,0,12,0.0
Haajar,12,72865,0,12,0.0
Kesar,12,72866,0,12,0.0
Leelou,12,72867,0,12,0.0
Anjola,12,72868,0,12,0.0
Bayliegh,12,72869,0,12,0.0
Catileya,12,72870,0,12,0.0
Cymphonique,12,72871,0,12,0.0
Leilla,12,72872,0,12,0.0
Loreina,12,72873,0,12,0.0
Kahden,12,72874,12,0,1.0
Traesean,12,72875,12,0,1.0
Cayn,12,72876,12,0,1.0
Dakayden,12,72877,12,0,1.0
Saarang,12,72878,12,0,1.0
Yuze,12,72879,12,0,1.0
Archan,12,72880,12,0,1.0
Augustyn,12,72881,12,0,1.0
Jahseer,12,72882,12,0,1.0
Jsai,12,72883,12,0,1.0
Keing,12,72884,12,0,1.0
Aenea,12,72885,0,12,0.0
Alizabella,12,72886,0,12,0.0
Annelee,12,72887,0,12,0.0
Azria,12,72888,0,12,0.0
Envie,12,72889,0,12,0.0
Fadak,12,72890,0,12,0.0
Jenabelle,12,72891,0,12,0.0
Lovea,12,72892,0,12,0.0
Aroha,12,72893,0,12,0.0
Balqis,12,72894,0,12,0.0
Derriyah,12,72895,0,12,0.0
Kaalyn,12,72896,0,12,0.0
Kailayah,12,72897,0,12,0.0
Nasly,12,72898,0,12,0.0
Siba,12,72899,0,12,0.0
Umamah,12,72900,0,12,0.0
Adylina,12,72901,0,12,0.0
Aeri,12,72902,0,12,0.0
Aleighana,12,72903,0,12,0.0
Aubreella,12,72904,0,12,0.0
Carielle,12,72905,0,12,0.0
Elsabeth,12,72906,0,12,0.0
Faylin,12,72907,0,12,0.0
Irani,12,72908,0,12,0.0
Jaydeliz,12,72909,0,12,0.0
Jazilynn,12,72910,0,12,0.0
Kleopatra,12,72911,0,12,0.0
Nayna,12,72912,0,12,0.0
Persephony,12,72913,0,12,0.0
Quora,12,72914,0,12,0.0
Ramzie,12,72915,0,12,0.0
Jaycian,12,72916,12,0,1.0
Navtej,12,72917,12,0,1.0
Shawaiz,12,72918,12,0,1.0
Aayu,12,72919,12,0,1.0
Emarri,12,72920,12,0,1.0
Kavalli,12,72921,12,0,1.0
Lazario,12,72922,12,0,1.0
Obaida,12,72923,12,0,1.0
Xhavier,12,72924,12,0,1.0
Zye,12,72925,12,0,1.0
Jyler,12,72926,12,0,1.0
Kashtian,12,72927,12,0,1.0
Kovid,12,72928,12,0,1.0
Anyliah,12,72929,0,12,0.0
Inshirah,12,72930,0,12,0.0
Leahnna,12,72931,0,12,0.0
Nalyah,12,72932,0,12,0.0
Ranezmay,12,72933,0,12,0.0
Coralline,12,72934,0,12,0.0
Faiha,12,72935,0,12,0.0
Madrona,12,72936,0,12,0.0
Melodyrose,12,72937,0,12,0.0
Toltu,12,72938,0,12,0.0
Anzlie,12,72939,0,12,0.0
Giahan,12,72940,0,12,0.0
Ibtihal,12,72941,0,12,0.0
Kalonie,12,72942,0,12,0.0
Lorilai,12,72943,0,12,0.0
Wimberley,12,72944,0,12,0.0
Xaylie,12,72945,0,12,0.0
Xea,12,72946,0,12,0.0
Yazayra,12,72947,0,12,0.0
Deucalion,12,72948,12,0,1.0
Jamarley,12,72949,12,0,1.0
Jasek,12,72950,12,0,1.0
Kengston,12,72951,12,0,1.0
Liammichael,12,72952,12,0,1.0
Manaf,12,72953,12,0,1.0
Saikrishna,12,72954,12,0,1.0
Zevulun,12,72955,12,0,1.0
Cailum,12,72956,12,0,1.0
Ianto,12,72957,12,0,1.0
Jophiel,12,72958,12,0,1.0
Kepa,12,72959,12,0,1.0
Stallone,12,72960,12,0,1.0
Vedat,12,72961,12,0,1.0
Aaser,12,72962,12,0,1.0
Buruk,12,72963,12,0,1.0
Eelijah,12,72964,12,0,1.0
Goshen,12,72965,12,0,1.0
Keiner,12,72966,12,0,1.0
Logahn,12,72967,5,7,0.4167
Mugen,12,72968,12,0,1.0
Adey,12,72969,0,12,0.0
Johileny,12,72970,0,12,0.0
Mckenzlie,12,72971,0,12,0.0
Nian,12,72972,5,7,0.4167
Rumaysah,12,72973,0,12,0.0
Alhena,12,72974,0,12,0.0
Aynur,12,72975,0,12,0.0
Charlotteann,12,72976,0,12,0.0
Leonnie,12,72977,0,12,0.0
Mckenzlee,12,72978,0,12,0.0
Rhowyn,12,72979,0,12,0.0
Steisy,12,72980,0,12,0.0
Esmia,12,72981,0,12,0.0
Lyleigh,12,72982,0,12,0.0
Mavyn,12,72983,0,12,0.0
Wrylee,12,72984,0,12,0.0
Agustya,12,72985,12,0,1.0
Deimos,12,72986,12,0,1.0
Kingzley,12,72987,12,0,1.0
Zidon,12,72988,12,0,1.0
Adoraim,12,72989,12,0,1.0
Auberon,12,72990,12,0,1.0
Chiagoziem,12,72991,12,0,1.0
Gaell,12,72992,12,0,1.0
Jendriel,12,72993,12,0,1.0
Jonniel,12,72994,12,0,1.0
Knoll,12,72995,12,0,1.0
Nikit,12,72996,12,0,1.0
Ryeker,12,72997,12,0,1.0
Tamem,12,72998,12,0,1.0
Zaraan,12,72999,12,0,1.0
Haddox,12,73000,12,0,1.0
Jakhy,12,73001,12,0,1.0
Janniel,12,73002,12,0,1.0
Kingisaiah,12,73003,12,0,1.0
Avryn,12,73004,5,7,0.4167
Nialynn,12,73005,0,12,0.0
Arielah,12,73006,0,12,0.0
Dliyah,12,73007,0,12,0.0
Edaline,12,73008,0,12,0.0
Hrisha,12,73009,0,12,0.0
Kaylauni,12,73010,0,12,0.0
Keelani,12,73011,0,12,0.0
Milleigh,12,73012,0,12,0.0
Sitora,12,73013,0,12,0.0
Aazeen,12,73014,0,12,0.0
Anllely,12,73015,0,12,0.0
Ayvee,12,73016,0,12,0.0
Becklyn,12,73017,0,12,0.0
Hazlynn,12,73018,0,12,0.0
Juwayriya,12,73019,0,12,0.0
Kireina,12,73020,0,12,0.0
Pakhi,12,73021,0,12,0.0
Reyanshi,12,73022,0,12,0.0
Savine,12,73023,0,12,0.0
Srikruthi,12,73024,0,12,0.0
Summitt,12,73025,0,12,0.0
Drish,12,73026,12,0,1.0
Esmail,12,73027,12,0,1.0
Feish,12,73028,12,0,1.0
Keshava,12,73029,12,0,1.0
Keyser,12,73030,12,0,1.0
Olivar,12,73031,12,0,1.0
Riser,12,73032,12,0,1.0
Yexian,12,73033,12,0,1.0
Anvik,12,73034,12,0,1.0
Aviraaj,12,73035,12,0,1.0
Fysher,12,73036,12,0,1.0
Kingzion,12,73037,12,0,1.0
Mekaal,12,73038,12,0,1.0
Rennen,12,73039,12,0,1.0
Rudr,12,73040,12,0,1.0
Seanix,12,73041,12,0,1.0
Zaynn,12,73042,12,0,1.0
Evaley,12,73043,0,12,0.0
Maddelena,12,73044,0,12,0.0
Adrielys,12,73045,0,12,0.0
Hermosa,12,73046,0,12,0.0
Knovah,12,73047,0,12,0.0
Navii,12,73048,0,12,0.0
Octaviah,12,73049,0,12,0.0
Adori,12,73050,0,12,0.0
Alahya,12,73051,0,12,0.0
Damylah,12,73052,0,12,0.0
Dlani,12,73053,0,12,0.0
Elessia,12,73054,0,12,0.0
Evayah,12,73055,0,12,0.0
Gnesis,12,73056,0,12,0.0
Zalah,12,73057,0,12,0.0
Aseer,12,73058,12,0,1.0
Aoun,12,73059,12,0,1.0
Behzad,12,73060,12,0,1.0
Eeshaan,12,73061,12,0,1.0
Jaiking,12,73062,12,0,1.0
Leonnel,12,73063,12,0,1.0
Muawiyah,12,73064,12,0,1.0
Taw,12,73065,12,0,1.0
Tolkien,12,73066,12,0,1.0
Wilks,12,73067,12,0,1.0
Yoab,12,73068,12,0,1.0
Yuhao,12,73069,12,0,1.0
Anveer,12,73070,12,0,1.0
Irlan,12,73071,12,0,1.0
Janciel,12,73072,12,0,1.0
Kayeson,12,73073,12,0,1.0
Kingzlee,12,73074,12,0,1.0
Kopelan,12,73075,12,0,1.0
Kyire,12,73076,12,0,1.0
Nasib,12,73077,12,0,1.0
Sirprince,12,73078,12,0,1.0
Zafeer,12,73079,12,0,1.0
Alyani,12,73080,0,12,0.0
Avajean,12,73081,0,12,0.0
Azhara,12,73082,0,12,0.0
Kinnsley,12,73083,0,12,0.0
Kyreigh,12,73084,5,7,0.4167
Lolade,12,73085,0,12,0.0
Mckinnleigh,12,73086,0,12,0.0
Savvi,12,73087,0,12,0.0
Zyna,12,73088,0,12,0.0
Elidi,12,73089,0,12,0.0
Haseya,12,73090,0,12,0.0
Kathaleia,12,73091,0,12,0.0
Kyanni,12,73092,0,12,0.0
Kylann,12,73093,6,6,0.5
Niyelli,12,73094,0,12,0.0
Rawdah,12,73095,0,12,0.0
Thyri,12,73096,0,12,0.0
Zaviyah,12,73097,0,12,0.0
Abhaya,12,73098,0,12,0.0
Aihnoa,12,73099,0,12,0.0
Azahara,12,73100,0,12,0.0
Cyn,12,73101,0,12,0.0
Embersyn,12,73102,0,12,0.0
Ezralynn,12,73103,0,12,0.0
Jhelani,12,73104,0,12,0.0
Lehani,12,73105,0,12,0.0
Hetvik,12,73106,12,0,1.0
Kaanan,12,73107,12,0,1.0
Kaceyn,12,73108,12,0,1.0
Aliyus,12,73109,12,0,1.0
Beaudry,12,73110,12,0,1.0
Camir,12,73111,12,0,1.0
Grayston,12,73112,12,0,1.0
Jaxcen,12,73113,12,0,1.0
Kezlin,12,73114,6,6,0.5
Matua,12,73115,12,0,1.0
Mesias,12,73116,12,0,1.0
Mixon,12,73117,12,0,1.0
Oso,12,73118,12,0,1.0
Cassien,12,73119,12,0,1.0
Kahel,12,73120,12,0,1.0
Krizal,12,73121,12,0,1.0
Muhammadibrahim,12,73122,12,0,1.0
Onir,12,73123,12,0,1.0
Severide,12,73124,12,0,1.0
Wylden,12,73125,12,0,1.0
Zonaira,12,73126,0,12,0.0
Meraki,12,73127,5,7,0.4167
Paizlynn,12,73128,0,12,0.0
Phoibe,12,73129,0,12,0.0
Praisley,12,73130,0,12,0.0
Deauri,12,73131,0,12,0.0
Emorii,12,73132,0,12,0.0
Erys,12,73133,0,12,0.0
Nakhari,12,73134,6,6,0.5
Zolani,12,73135,0,12,0.0
Amahle,12,73136,0,12,0.0
Amourah,12,73137,0,12,0.0
Ayonni,12,73138,0,12,0.0
Blesyn,12,73139,0,12,0.0
Embrii,12,73140,0,12,0.0
Izla,12,73141,0,12,0.0
Legacey,12,73142,0,12,0.0
Maxlyn,12,73143,0,12,0.0
Senua,12,73144,0,12,0.0
Zavaya,12,73145,0,12,0.0
Aaryansh,12,73146,12,0,1.0
Caleo,12,73147,12,0,1.0
Tadgh,12,73148,12,0,1.0
Akeno,12,73149,12,0,1.0
Giaan,12,73150,12,0,1.0
Juddah,12,73151,12,0,1.0
Kakashi,12,73152,12,0,1.0
Kiaro,12,73153,12,0,1.0
Zabir,12,73154,12,0,1.0
Zaiel,12,73155,12,0,1.0
Aadav,12,73156,12,0,1.0
Mav,12,73157,12,0,1.0
Qairo,12,73158,12,0,1.0
Region,12,73159,12,0,1.0
Marlani,12,73160,0,12,0.0
Marsali,12,73161,0,12,0.0
Nahbi,12,73162,0,12,0.0
Sanova,12,73163,0,12,0.0
Xari,12,73164,0,12,0.0
Ishimwe,12,73165,7,5,0.5833
Deluka,12,73166,12,0,1.0
Ezrin,12,73167,12,0,1.0
Hardyn,12,73168,12,0,1.0
Lone,11,73169,11,0,1.0
Byrde,11,73170,0,11,0.0
Mag,11,73171,0,11,0.0
Bah,11,73172,0,11,0.0
Goff,11,73173,11,0,1.0
Bunie,11,73174,0,11,0.0
Lizetta,11,73175,0,11,0.0
Lecy,11,73176,0,11,0.0
Tenie,11,73177,0,11,0.0
Orphus,11,73178,11,0,1.0
Lepha,11,73179,0,11,0.0
Julianita,11,73180,0,11,0.0
Osee,11,73181,0,11,0.0
Arrena,11,73182,0,11,0.0
Endie,11,73183,0,11,0.0
Elzear,11,73184,11,0,1.0
Dissie,11,73185,0,11,0.0
Fairbanks,11,73186,11,0,1.0
Ladie,11,73187,0,11,0.0
Ramoncita,11,73188,0,11,0.0
Almeada,11,73189,0,11,0.0
Thalma,11,73190,0,11,0.0
Plina,11,73191,0,11,0.0
Weeda,11,73192,0,11,0.0
Willanna,11,73193,0,11,0.0
Ludvik,11,73194,11,0,1.0
Maravene,11,73195,0,11,0.0
Stell,11,73196,0,11,0.0
Vava,11,73197,0,11,0.0
Eufracio,11,73198,11,0,1.0
Jno,11,73199,11,0,1.0
Weymon,11,73200,11,0,1.0
Audna,11,73201,0,11,0.0
Dolorita,11,73202,0,11,0.0
Ednamay,11,73203,0,11,0.0
Elosia,11,73204,0,11,0.0
Lucele,11,73205,0,11,0.0
Rillia,11,73206,0,11,0.0
Conjetta,11,73207,0,11,0.0
Velmon,11,73208,0,11,0.0
Reinholdt,11,73209,11,0,1.0
Edwad,11,73210,11,0,1.0
Erville,11,73211,11,0,1.0
Jabo,11,73212,11,0,1.0
Manlio,11,73213,11,0,1.0
Nobuyoshi,11,73214,11,0,1.0
Chiye,11,73215,0,11,0.0
Edwidge,11,73216,5,6,0.4545
Emley,11,73217,0,11,0.0
Hasseltine,11,73218,0,11,0.0
Kazimiera,11,73219,0,11,0.0
Luvine,11,73220,0,11,0.0
Rafela,11,73221,0,11,0.0
Rubelle,11,73222,0,11,0.0
Sadell,11,73223,0,11,0.0
Treasie,11,73224,0,11,0.0
Latane,11,73225,0,11,0.0
Lealia,11,73226,0,11,0.0
Lennora,11,73227,0,11,0.0
Margueritt,11,73228,0,11,0.0
Mourine,11,73229,0,11,0.0
Ovedia,11,73230,0,11,0.0
Providenza,11,73231,0,11,0.0
Bacil,11,73232,11,0,1.0
Exum,11,73233,11,0,1.0
Sewall,11,73234,11,0,1.0
Yewell,11,73235,11,0,1.0
Arzola,11,73236,0,11,0.0
Avanel,11,73237,0,11,0.0
Marylois,11,73238,0,11,0.0
Milred,11,73239,0,11,0.0
Rovilla,11,73240,0,11,0.0
Eoline,11,73241,0,11,0.0
Ladema,11,73242,0,11,0.0
Madel,11,73243,0,11,0.0
Myrtlee,11,73244,0,11,0.0
Nette,11,73245,0,11,0.0
Thada,11,73246,0,11,0.0
Burlyn,11,73247,11,0,1.0
Alphee,11,73248,11,0,1.0
Louia,11,73249,11,0,1.0
Olus,11,73250,11,0,1.0
Rinehart,11,73251,11,0,1.0
Walace,11,73252,11,0,1.0
Willburn,11,73253,11,0,1.0
Gwelda,11,73254,0,11,0.0
Michiyo,11,73255,0,11,0.0
Philomine,11,73256,0,11,0.0
Teruyo,11,73257,0,11,0.0
Vincenzia,11,73258,0,11,0.0
Comelia,11,73259,0,11,0.0
Hanayo,11,73260,0,11,0.0
Haruno,11,73261,0,11,0.0
Jozefa,11,73262,0,11,0.0
Loyette,11,73263,0,11,0.0
Momoyo,11,73264,0,11,0.0
Muguette,11,73265,0,11,0.0
Owena,11,73266,0,11,0.0
Yayeko,11,73267,0,11,0.0
Arnt,11,73268,11,0,1.0
Bisente,11,73269,11,0,1.0
Catello,11,73270,11,0,1.0
Oby,11,73271,11,0,1.0
Adelphia,11,73272,0,11,0.0
Aulene,11,73273,0,11,0.0
Emerine,11,73274,0,11,0.0
Jula,11,73275,0,11,0.0
Zaddie,11,73276,0,11,0.0
Golena,11,73277,0,11,0.0
Inah,11,73278,0,11,0.0
Orabell,11,73279,0,11,0.0
Theatus,11,73280,0,11,0.0
Theopal,11,73281,0,11,0.0
Birchard,11,73282,11,0,1.0
Eiichi,11,73283,11,0,1.0
Eldee,11,73284,6,5,0.5455
Pickens,11,73285,11,0,1.0
Thadus,11,73286,11,0,1.0
Coyal,11,73287,11,0,1.0
Cread,11,73288,11,0,1.0
Emedio,11,73289,11,0,1.0
Issie,11,73290,5,6,0.4545
Jethroe,11,73291,11,0,1.0
Milard,11,73292,11,0,1.0
Minnis,11,73293,11,0,1.0
Chizue,11,73294,0,11,0.0
Lozelle,11,73295,0,11,0.0
Oradee,11,73296,0,11,0.0
Viviette,11,73297,0,11,0.0
Gladyne,11,73298,0,11,0.0
Hanner,11,73299,0,11,0.0
Leonara,11,73300,0,11,0.0
Loberta,11,73301,0,11,0.0
Loene,11,73302,0,11,0.0
Luethel,11,73303,0,11,0.0
Qunnie,11,73304,0,11,0.0
Uda,11,73305,0,11,0.0
Voneta,11,73306,0,11,0.0
Burnley,11,73307,11,0,1.0
Cliston,11,73308,11,0,1.0
Cossie,11,73309,11,0,1.0
Mager,11,73310,11,0,1.0
Alphe,11,73311,11,0,1.0
Greenberry,11,73312,11,0,1.0
Clinnie,11,73313,5,6,0.4545
Julette,11,73314,0,11,0.0
Misayo,11,73315,0,11,0.0
Oleavia,11,73316,0,11,0.0
Rivian,11,73317,0,11,0.0
Ruthey,11,73318,0,11,0.0
Wilta,11,73319,0,11,0.0
Aire,11,73320,0,11,0.0
Brenice,11,73321,0,11,0.0
Dealia,11,73322,0,11,0.0
Ineva,11,73323,0,11,0.0
Jettye,11,73324,0,11,0.0
Namie,11,73325,0,11,0.0
Parthina,11,73326,0,11,0.0
Cleavland,11,73327,11,0,1.0
Hessel,11,73328,11,0,1.0
Noval,11,73329,11,0,1.0
Burell,11,73330,11,0,1.0
Heflin,11,73331,11,0,1.0
Kermet,11,73332,11,0,1.0
Way,11,73333,11,0,1.0
Zearl,11,73334,11,0,1.0
Garnelle,11,73335,0,11,0.0
Adoline,11,73336,0,11,0.0
Luecille,11,73337,0,11,0.0
Margaritte,11,73338,0,11,0.0
Vandelia,11,73339,0,11,0.0
Amilda,11,73340,0,11,0.0
Darathy,11,73341,0,11,0.0
Gerthie,11,73342,0,11,0.0
Glades,11,73343,0,11,0.0
Luerene,11,73344,0,11,0.0
Olvie,11,73345,0,11,0.0
Roslie,11,73346,0,11,0.0
Sigrun,11,73347,0,11,0.0
Berryman,11,73348,11,0,1.0
Esque,11,73349,11,0,1.0
Flavious,11,73350,11,0,1.0
Hareld,11,73351,11,0,1.0
Mas,11,73352,11,0,1.0
Roydon,11,73353,11,0,1.0
Sebastino,11,73354,11,0,1.0
Adlia,11,73355,11,0,1.0
Alwood,11,73356,11,0,1.0
Edro,11,73357,11,0,1.0
Lejeune,11,73358,5,6,0.4545
Nathion,11,73359,11,0,1.0
Sigel,11,73360,11,0,1.0
Almenia,11,73361,0,11,0.0
Loriece,11,73362,0,11,0.0
Marjolaine,11,73363,0,11,0.0
Sadelle,11,73364,0,11,0.0
Sophrona,11,73365,0,11,0.0
Vencie,11,73366,0,11,0.0
Leeila,11,73367,0,11,0.0
Senetta,11,73368,0,11,0.0
Triny,11,73369,0,11,0.0
Drewry,11,73370,11,0,1.0
Hewell,11,73371,11,0,1.0
Locadio,11,73372,11,0,1.0
Lovic,11,73373,11,0,1.0
Wardel,11,73374,11,0,1.0
Joney,11,73375,11,0,1.0
Mutt,11,73376,11,0,1.0
Ridgeway,11,73377,11,0,1.0
Sabato,11,73378,11,0,1.0
Sebero,11,73379,11,0,1.0
Smithy,11,73380,11,0,1.0
Arcangela,11,73381,0,11,0.0
Berneil,11,73382,0,11,0.0
Erelene,11,73383,0,11,0.0
Noveta,11,73384,0,11,0.0
Rava,11,73385,0,11,0.0
Arcella,11,73386,0,11,0.0
Dessia,11,73387,0,11,0.0
Joephine,11,73388,0,11,0.0
Malvery,11,73389,0,11,0.0
Valaire,11,73390,0,11,0.0
Covert,11,73391,11,0,1.0
Glenward,11,73392,11,0,1.0
Rayo,11,73393,11,0,1.0
Windford,11,73394,11,0,1.0
Alien,11,73395,0,11,0.0
Bettilou,11,73396,0,11,0.0
Wilodene,11,73397,0,11,0.0
Altee,11,73398,0,11,0.0
Claytie,11,73399,0,11,0.0
Leada,11,73400,0,11,0.0
Louies,11,73401,0,11,0.0
Margare,11,73402,0,11,0.0
Milbra,11,73403,0,11,0.0
Olgia,11,73404,0,11,0.0
Arlus,11,73405,11,0,1.0
Harcourt,11,73406,11,0,1.0
Bonard,11,73407,11,0,1.0
Brownell,11,73408,11,0,1.0
